Client_ID,Name,Age,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Fee Structure,Loyalty Classification,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,GenderId,IAId,Income Band,Loan_to_Deposit_Ratio,CC_Utilization,Savings_Loan_Ratio,Income_Loan_Ratio,High_Loan_Flag,Low_Income_Flag,High_CC_Usage_Flag,Defaulter
IND94962,Amanda Davis,54,39442,1999-01-04,Bruce Butler,Asian,Automation Specialist III,High,Gold,137176.77,8670.27,1,630.68,403504.8,531819.14,485574.0,111913.24,26666.15,769435.57,2,1,1,2,13,mid,0.7587256059292532,0.004597571406604986,1.3179995347812479,0.3399631668818731,0,0,0,0
IND35866,Chris Barnes,52,39618,2002-05-26,Jeremy Vasquez,American,Human Resources Assistant II,High,Jade,140915.21,10232.55,1,71.93,476721.61,309304.55,317896.35,78185.32,17307.76,133351.92,0,2,2,1,14,mid,1.541269303858384,0.0005104487974687134,0.6488158767360769,0.29559224240832666,1,0,0,0
IND55044,Charles Rose,24,39118,2010-12-26,Anthony Simpson,Asian,Budget/Accounting Analyst I,High,Jade,97850.68,22736.22,1,2457.74,337786.64,1065152.15,253607.65,405047.65,13410.06,219390.44,2,1,2,1,15,low,0.317125247959059,0.025117249822717125,3.1533282276844097,0.2896819119616989,0,0,0,0
IND94695,Ralph Burns,52,26978,2002-06-01,Joe Price,European,Office Assistant III,High,Silver,439605.09,28966.5,1,5837.24,993887.33,694245.6,368160.55,827309.34,26346.28,989192.36,3,4,3,1,1,high,1.431607673953414,0.013278372156067681,0.6985153933912052,0.44230877715051586,1,0,0,0
IND28537,Christine Mason,63,14869,2002-03-08,Victor Ramos,Asian,Human Resources Assistant III,High,Jade,62182.99,6083.64,2,3792.61,522778.94,666451.21,517563.17,120599.31,35526.35,1037062.41,3,2,3,1,2,low,0.7844219222223006,0.06099111572166094,1.2748241325964198,0.11894700632174088,0,0,0,0
IND85021,Judy Fuller,29,31436,2003-10-28,Adam Hernandez,Asian,Account Coordinator,High,Platinum,255296.03,65724.8,2,4377.72,1415820.14,1404992.14,504356.15,780070.85,38540.5,1358271.49,3,5,3,1,3,mid,1.0077068039628274,0.017147622635778462,0.9923521352137623,0.18031671015760753,1,0,0,0
IND29986,Shawn Alvarez,25,16620,2008-01-11,Gregory Simmons,European,Recruiting Manager,High,Gold,85014.81,29862.76,3,1951.93,154547.33,443776.83,137167.38,173072.96,41964.65,745880.04,1,1,3,1,4,low,0.3482546162938371,0.022959881661090795,2.871462270674866,0.5500891503587338,0,0,0,0
IND86878,Paul Porter,59,29598,2014-03-03,Gregory Simmons,European,Sales Associate,High,Jade,55938.65,13609.62,1,2625.13,214211.09,513784.67,158087.59,270329.78,32885.19,426012.91,3,1,3,1,5,low,0.41692775610271177,0.04692873269324997,2.3984970507432783,0.26113797254316773,0,0,0,0
IND60465,Catherine Bryant,28,38996,2021-05-31,Joshua Bennett,European,Administrative Assistant IV,Low,Jade,298461.74,11525.8,1,2291.56,604016.19,390050.1,470536.63,135217.37,17905.39,218743.43,0,2,3,2,6,mid,1.5485605271000815,0.007677902006207222,0.6457610008007219,0.494128707884256,1,0,0,0
IND73125,Karen Black,56,4043,2018-02-20,Nicholas Cunningham,European,Administrative Assistant I,High,Silver,170196.21,26256.48,3,168.84,75106.9,341386.34,242146.13,157911.03,29122.63,774340.56,3,2,3,2,7,mid,0.22000558012952248,0.0009920314853542776,4.545339182613859,2.2660528890680762,0,0,0,0
IND98233,Elizabeth Adams,59,18041,2016-11-23,Ernest Rivera,American,Software Consultant,Low,Silver,270186.79,5663.7,1,827.08,317350.19,226137.94,162819.32,358926.14,6046.21,526534.44,2,2,4,1,8,mid,1.4033478353815914,0.0030611415048783794,0.7125817044175027,0.8513837321118864,1,0,0,0
IND68679,Patrick Lee,51,18228,2002-12-14,Jonathan Hawkins,American,Research Assistant III,High,Jade,214018.81,42472.24,2,1383.56,488480.96,878001.61,361530.07,278378.16,37817.44,1731871.14,3,2,4,1,9,mid,0.5563554256394183,0.006464665388688661,1.7974121411049222,0.4381313236075131,0,0,0,0
IND14562,Albert Duncan,63,18523,2014-02-01,Roger Alexander,European,Chemical Engineer,Low,Jade,31668.58,4810.96,3,2440.39,387639.88,1032771.07,224220.04,232169.65,17761.56,1014635.93,1,1,1,2,10,low,0.37533959934088823,0.07706028887116854,2.66425391354405,0.08169587690075676,0,1,0,0
IND96926,Christopher Garcia,72,23206,1995-11-19,Carl Nguyen,African,Marketing Manager,High,Jade,83445.12,17088.0,1,2399.03,699847.37,618018.8,491436.64,311392.12,28526.77,1575375.19,1,3,2,1,11,low,1.1324046596440032,0.02874979353196696,0.8830765472719051,0.11923331208741511,1,0,0,0
IND40602,Fred Woods,80,11430,2016-11-09,Carl Nguyen,African,Accountant I,Low,Jade,186157.65,5956.3,1,2568.83,699769.88,105428.93,53417.32,64494.39,19971.0,544291.13,0,2,3,1,12,mid,6.637361048458321,0.013799217954248898,0.15066228607801424,0.26602695408092303,1,0,0,1
IND47214,Martin Lawson,65,26383,2018-12-23,Gregory Simmons,Asian,Budget/Accounting Analyst I,Low,Jade,329750.77,17939.02,1,3587.99,400978.71,399400.32,180374.34,61842.63,30350.22,2706295.68,2,2,4,1,13,high,1.0039518971743642,0.010880914665094141,0.9960636538631599,0.8223647813561853,1,0,0,0
IND71720,Jessica Austin,80,39936,2007-02-05,Joshua Little,European,Staff Accountant II,High,Silver,286163.28,28196.64,1,684.43,585370.3,483785.82,435407.24,258272.52,18892.44,1005872.62,0,2,1,2,14,mid,1.2099782064509907,0.002391746409980531,0.8264611634268748,0.4888585558767526,1,0,0,0
IND56484,Nicole Scott,67,5650,2009-10-04,Roger Alexander,American,Web Designer II,High,Silver,267268.83,28590.68,1,5722.25,706552.99,764881.33,573661.0,196319.54,54926.84,1121639.52,0,2,1,1,15,mid,0.9237419732499654,0.021410091025541245,1.082553382043499,0.37827145791532,0,0,0,0
IND53058,Earl Powell,46,21628,2003-05-06,Bruce Butler,Australian,Programmer Analyst I,Low,Jade,301973.79,48653.88,1,602.91,486457.54,1251600.76,667520.4,614675.04,69766.87,1538615.36,0,4,1,1,16,high,0.38866829995479685,0.001996563999820766,2.5728879799604134,0.6207608363501553,0,0,0,0
IND95957,Karen Thomas,62,3931,2009-05-08,Bruce Butler,European,Dental Hygienist,Mid,Platinum,361194.75,45795.0,1,4129.29,752660.82,146937.26,58091.47,137574.28,38908.98,1300895.34,2,3,2,1,17,high,5.122327821259714,0.011432308992773818,0.1952237394325591,0.4798904631705282,1,0,0,1
IND38845,Ronald Gutierrez,80,6970,2002-01-03,Frank Brown,European,Human Resources Manager,Mid,Gold,201718.07,7726.95,3,1573.73,847474.6,1838374.3,337423.13,594795.53,65380.86,1535701.13,0,2,2,1,18,mid,0.46099132235421736,0.007801631218256098,2.16923822593711,0.23802255520339777,0,0,0,0
IND99278,Stephen Watson,42,26036,2021-02-11,Carl Nguyen,Asian,Human Resources Assistant II,High,Jade,89395.04,19146.8,1,775.2,76618.94,685716.27,415038.79,233083.38,11554.13,1042244.54,2,1,3,2,19,low,0.11173563066873762,0.00867162195272107,8.949696524779688,1.1667485720012756,0,0,0,0
IND26586,Carlos Armstrong,71,33371,1995-03-08,Frank Brown,Asian,Budget/Accounting Analyst I,High,Silver,83916.94,1991.68,2,3020.89,556722.2,312542.57,245982.58,26913.39,24446.02,110532.56,1,1,3,2,20,low,1.7812683827957632,0.035998571492256846,0.5613977122496683,0.1507339564494932,1,0,0,0
IND66416,Brenda Jackson,80,21062,2014-12-11,Samuel Fowler,European,VP Product Management,High,Jade,185453.7,34224.3,1,808.9,81096.58,57983.69,37145.8,51315.57,12944.45,426419.84,1,2,3,1,21,mid,1.3986101712635024,0.004361735547137989,0.7149954940763779,2.2868251375480306,1,0,0,0
IND38924,Willie Shaw,39,26188,2020-01-25,Steve Diaz,American,Librarian,High,Silver,197406.04,11507.94,2,5608.06,973262.67,1643958.52,375131.47,524301.4,12894.52,402418.28,3,2,3,1,22,mid,0.5920238604365615,0.028408755738128604,1.6891211067520742,0.20282914970649274,0,0,0,0
IND36717,Michelle Jenkins,75,27603,2001-03-30,Anthony Berry,European,Electrical Engineer,Low,Jade,328178.82,58406.76,1,3543.83,219621.06,70177.95,72826.18,42305.39,33823.92,488293.09,0,3,3,2,1,high,3.12948806385071,0.01079847258028878,0.3195410753434071,1.49429575882069,1,0,0,0
IND73287,Carlos Andrews,51,35330,2020-01-16,Nicholas Simmons,American,Structural Engineer,High,Platinum,114861.31,39705.63,1,122.6,390831.86,831108.32,473185.76,136131.9,73873.14,581358.97,1,2,3,1,2,mid,0.47025381665021254,0.0010673742005260587,2.1265111750958297,0.29388932034893644,0,0,0,0
IND21305,Benjamin Pierce,59,6046,2018-10-16,Nicholas Cunningham,European,Assistant Professor,High,Jade,323979.45,36752.67,1,2910.47,1714321.78,1199695.67,334798.79,339262.78,65549.21,1225924.24,2,5,3,2,3,high,1.4289638792903507,0.008983501857961972,0.6998077509697113,0.18898403648060516,1,0,0,0
IND86054,Lawrence Myers,22,22754,2015-05-23,Jeremy Vasquez,European,Civil Engineer,Low,Platinum,89581.22,22710.72,3,1879.36,205523.86,348716.03,357773.59,107467.94,889.01,155807.74,2,1,4,2,4,low,0.5893731338092684,0.02097939701000503,1.6967179786487179,0.4358677360581505,0,0,0,0
IND94339,Ryan Brooks,45,20719,2009-07-05,Gregory Simmons,American,Database Administrator II,Low,Gold,86007.4,9009.88,1,4231.61,975004.06,1551056.0,312225.56,840893.93,17761.25,1366749.01,0,2,4,2,8,low,0.6286066134113749,0.04920053333549749,1.5908200406972457,0.08821235053296869,0,0,0,0
IND24875,Anne Bennett,58,31639,2005-05-12,Jeremy Vasquez,Australian,Automation Specialist I,High,Jade,38135.12,14376.0,1,2302.8,90593.93,470476.32,363338.15,61487.99,4458.22,733259.03,3,1,1,2,9,low,0.1925578949593937,0.06038528106414033,5.193243242750996,0.4209456370758435,0,1,0,0
IND77399,Steve Peterson,25,14249,2021-08-20,Joe Price,European,Web Developer IV,Mid,Jade,168548.81,20687.49,3,4200.14,479366.24,720023.67,138466.09,440322.17,26218.52,1180921.89,3,2,2,2,10,mid,0.6657645565099761,0.024919428236132742,1.5020324929389428,0.3516075926589916,0,0,0,0
IND32150,Betty Butler,36,17594,1995-04-19,Douglas Tucker,European,Developer I,High,Jade,52311.35,20907.04,1,980.95,253965.36,101161.42,44123.6,42541.61,24562.09,594204.0,1,1,3,2,11,low,2.510496170274239,0.01875214425259252,0.39832762862491317,0.20597828693654016,1,0,0,0
IND22235,Billy Oliver,71,32059,2016-12-31,Frank Brown,European,Junior Executive,Mid,Gold,348995.08,60023.81,2,5243.7,75319.86,97133.48,81592.12,27793.13,20904.35,1145747.87,3,3,4,1,12,high,0.7754263434664717,0.015025140139439386,1.2896131074909976,4.633506692212297,0,0,0,0
IND89957,Diane Davis,68,20881,2011-06-07,Anthony Berry,European,Administrative Assistant I,Mid,Silver,151372.02,28841.45,1,1263.67,468449.35,917482.59,458741.29,388664.61,8605.03,1132663.75,3,1,1,2,13,mid,0.5105811866025913,0.008348108135518652,1.958552377202461,0.3231342292968616,0,0,0,0
IND95344,Martha Jenkins,23,30948,2004-12-21,Paul Holmes,American,Research Associate,High,Jade,211439.78,47870.12,1,8344.89,530674.17,737355.67,391927.79,329551.48,34703.17,492411.01,3,3,1,1,14,mid,0.7196990419566461,0.0394669818542803,1.389469678937888,0.39843616206449955,0,0,0,0
IND60238,Katherine Reynolds,42,25068,2010-02-26,Nicholas Simmons,European,Safety Technician IV,High,Gold,111739.68,7947.32,1,1404.71,31372.2,432454.77,149860.56,253264.35,22981.18,498825.24,2,1,1,1,15,mid,0.07254446500256093,0.012571272688705814,13.784648708581205,3.561741810847125,0,0,0,0
IND63877,Jimmy Watson,69,21252,2014-12-25,Roger Alexander,European,Research Assistant III,Mid,Gold,63751.52,21452.8,2,3814.7,229166.26,105668.66,50235.92,34195.07,20909.34,476986.33,3,1,2,2,1,low,2.1687249353902573,0.05983700373203645,0.46110042350431335,0.27818894335410044,1,0,0,0
IND46444,Todd Black,47,29297,2005-12-28,Jerry Green,European,Media Manager II,Low,Jade,52279.76,21017.76,2,2159.14,976660.42,1047262.45,310299.98,367705.48,11617.34,338329.22,1,2,2,2,2,low,0.9325842047209998,0.04129972973671398,1.072289229175183,0.05352910681736329,0,0,0,0
IND90967,Carl Kim,57,1814,2007-12-15,Jesse Evans,African,Geological Engineer,Mid,Silver,48676.4,2889.27,2,1604.4,74495.92,75741.15,58466.85,87806.59,996.26,312041.11,1,1,3,2,3,low,0.9835593863631673,0.0329605305042992,1.0167153984175858,0.6534102719530107,0,1,0,0
IND62715,Deborah Moore,50,4858,2019-05-25,Jason Duncan,Asian,Director of Sales,High,Jade,157185.1,48841.0,1,548.09,313641.87,520918.03,404294.59,347071.36,4902.71,1113509.64,2,2,3,2,4,mid,0.6020944780849792,0.003486908088063639,1.660868902290154,0.5011610838146033,0,0,0,0
IND22819,Edward Hicks,81,25223,2013-07-15,Jason Duncan,European,Editor,Mid,Platinum,220180.16,17029.26,1,3655.35,622004.87,295731.27,213314.36,157464.78,6666.81,458090.88,1,4,3,2,5,mid,2.1032773027239315,0.016601631969921215,0.4754484792451087,0.35398462337765196,1,0,0,0
IND30005,Ronald Moreno,54,24722,2008-04-30,Gregory Simmons,African,Human Resources Assistant I,High,Jade,263984.77,26163.36,3,1761.41,307888.81,284337.9,258489.0,168017.85,842.69,88652.12,2,2,3,2,6,mid,1.082827188767916,0.006672392476761472,0.9235083895270232,0.8574029343339795,1,0,0,0
IND56267,Phillip Green,53,4370,2013-10-04,Joe Price,European,Executive Secretary,High,Gold,85194.7,2845.12,2,1853.98,42562.43,289365.4,168358.05,82390.22,6928.42,489719.65,3,1,3,2,7,low,0.14708887051772992,0.021761682102740168,6.798610727850579,2.001640836727583,0,0,0,0
IND90914,Scott Phillips,24,41547,1999-01-07,Frank Brown,Asian,Biostatistician II,High,Jade,283653.73,9129.9,1,296.09,0.0,2047305.69,749850.34,1038705.74,96113.0,1260093.74,0,2,3,2,8,mid,0.0,0.0010438431356293353,2047305690.0,283653730.0,0,0,0,0
IND12887,Fred Armstrong,82,9785,2016-05-16,James Castillo,Asian,Pharmacist,Mid,Jade,121607.69,6142.4,1,1114.56,333286.56,82101.24,42692.64,33387.84,17758.08,200671.2,3,1,3,1,9,mid,4.059458248627447,0.009165209789239398,0.2463382854491994,0.36487426806267176,1,0,0,0
IND32576,Laura Nguyen,22,14845,2002-03-15,Shawn Cook,Asian,Human Resources Assistant I,Mid,Jade,87332.6,16905.82,1,2297.86,79256.58,108744.41,103801.48,13247.05,11787.28,414001.54,1,1,4,2,10,low,0.7288335949513763,0.0263115946815783,1.3720552745014323,1.101897140882219,0,0,0,0
IND64632,Juan Howell,48,39940,2004-06-27,Samuel Fowler,Asian,Electrical Engineer,Mid,Platinum,337285.1,17643.42,1,8601.39,1379713.31,1468580.21,367145.05,593881.93,29281.89,1798583.62,3,3,4,1,11,high,0.9394878806520975,0.02550183798364696,1.0644096844550919,0.24446027831357203,0,0,0,0
IND39451,Albert Adams,84,14599,2007-04-11,Shawn Wallace,European,Nurse,Mid,Jade,91733.47,34793.04,2,1347.73,267703.9,686462.45,239928.62,311374.04,23695.87,821628.71,0,2,1,1,12,low,0.38997602798233755,0.014691802079526676,2.564260167430283,0.34266766250821273,0,0,0,0
IND93338,Billy Fields,63,35664,2002-06-14,Carl Nguyen,European,Software Test Engineer II,Mid,Silver,91056.08,14258.94,1,4114.97,872782.2,499696.3,359781.34,367776.48,2899.43,1192080.75,3,2,2,1,13,low,1.7466252967119722,0.04519160010850895,0.5725326426541093,0.10432852537055806,1,0,0,0
IND34903,Richard Price,31,26204,2018-04-10,Phillip Peters,Asian,Information Systems Manager,Mid,Jade,112872.94,6467.23,1,658.54,778983.44,206388.48,55896.88,60325.63,9882.37,1044664.16,3,1,3,2,14,mid,3.7743552170433383,0.005834347844272082,0.26494591429960834,0.14489773987377993,1,0,0,0
IND48107,Jeffrey Hughes,46,9938,2012-11-14,Adam Hernandez,American,Safety Technician I,Low,Silver,157179.58,31953.39,1,1795.62,396817.71,147773.07,171105.67,70516.27,7609.53,246235.91,2,2,4,2,15,mid,2.6853181524528242,0.01142400296893526,0.37239534905739125,0.39610021337984075,1,0,0,0
IND52066,Gary Griffin,30,16475,2010-07-03,Donald Reynolds,American,Systems Administrator IV,High,Silver,90299.99,10341.29,2,1432.84,243699.48,162594.16,88918.68,138713.15,8755.0,431829.5,3,1,1,1,16,low,1.498820612629503,0.015867554183920128,0.6671912444491419,0.3705382942526661,1,0,0,0
IND13323,Gary Wheeler,75,1669,1996-06-15,Todd Roberts,European,Human Resources Assistant IV,High,Silver,169548.06,13919.5,2,4898.56,87256.75,629108.14,208367.03,96169.4,46589.07,1556067.51,3,1,1,1,17,mid,0.13869912708695975,0.02889186683178878,7.209850616601574,1.9430938931017496,0,0,0,0
IND73501,Eric Armstrong,52,7279,2004-09-09,Ernest Rivera,American,Project Manager,Mid,Jade,69036.21,15960.96,2,1143.27,518304.54,738171.45,389879.29,132558.96,35216.0,469716.46,1,1,1,2,18,low,0.7021465532131504,0.01656043956410064,1.4242040954837014,0.13319622835409425,0,0,0,0
IND33792,Larry Young,36,6583,2018-07-02,Joshua Ryan,European,Social Worker,High,Gold,169542.75,37776.0,1,4553.6,399086.4,1743380.79,877872.6,243826.02,33724.38,686156.06,2,2,2,2,19,mid,0.22891522153980187,0.02685812264542057,4.36842945695862,0.4248271792152597,0,0,0,0
IND74791,William Mcdonald,60,928,1996-06-25,Todd Roberts,European,Budget/Accounting Analyst I,Mid,Jade,405234.67,63185.92,2,9458.98,1298729.34,2047305.69,907099.46,578202.75,108387.52,1677986.59,2,4,2,2,20,high,0.6343602451305842,0.023341981022151976,1.5763913429595797,0.31202395850083436,0,0,0,0
IND27672,Antonio Henderson,79,5884,2009-06-07,Donald Reynolds,Asian,Community Outreach Specialist,High,Jade,93963.9,14025.96,2,2831.68,184629.73,390386.43,226013.2,181221.49,46654.45,483555.46,2,3,3,2,21,low,0.47294095116743445,0.03013582843905129,2.114428851114992,0.508931576139273,0,0,0,0
IND67115,Gerald Moore,52,2649,2005-03-11,Victor Ramos,European,Operator,Low,Platinum,307310.17,15364.6,1,2729.17,320438.22,619174.66,422850.99,78126.75,9195.38,287217.25,2,2,3,2,22,high,0.5175247635012634,0.008880831998235425,1.9322746770585775,0.9590309453128565,0,0,0,0
IND52289,Sarah Burke,85,7270,2014-11-13,Ernest Rivera,European,Teacher,High,Gold,103453.5,8983.0,1,4557.11,399276.54,942512.26,348491.93,372569.55,53789.79,135178.65,0,2,3,1,1,mid,0.4236300751953825,0.0440498383906795,2.3605500529518966,0.25910237486253923,0,0,0,0
IND43149,Earl Freeman,56,5950,2019-04-07,Gregory Simmons,European,Account Executive,Mid,Silver,158271.47,5466.78,1,6840.99,1714321.78,2047305.69,600926.7,714332.35,68045.18,1833578.7,0,2,3,1,2,mid,0.8373550601340072,0.04322314032198513,1.194236527057227,0.0923230817890425,0,0,0,0
IND72913,Juan Austin,20,23779,2013-08-03,Stephen Payne,Asian,Structural Analysis Engineer,High,Jade,101285.02,33915.6,1,3632.95,662146.1,1104737.11,920614.26,234756.64,60285.77,1749833.63,3,2,3,2,3,mid,0.5993698350557176,0.03586858119918837,1.6684189612104958,0.15296476086929342,0,0,0,0
IND14852,Cynthia Snyder,46,34404,2016-01-11,Carl Nguyen,African,Pharmacist,Mid,Jade,253872.85,5571.13,1,2467.04,565655.1,78916.1,39458.05,52761.05,10962.63,333489.39,1,2,3,1,4,mid,7.167803437222525,0.009717620416213784,0.1395127523122964,0.4488120933607562,1,0,0,1
IND68011,Justin Lynch,50,13495,2001-04-06,Raymond Alexander,Asian,Office Assistant II,High,Jade,153146.62,7630.74,1,3506.21,1187401.76,1419528.49,714592.57,246051.6,35088.34,1650593.59,1,2,3,1,8,mid,0.8364761732704104,0.022894465298062307,1.195491312733534,0.12897624462930202,0,0,0,0
IND91231,Joshua Warren,59,40609,2011-07-14,Adam Hernandez,European,Project Manager,Mid,Gold,184133.24,9751.08,1,914.0,470180.94,150126.27,174411.4,54707.78,25567.02,401293.31,1,2,4,1,9,mid,3.1319031430548225,0.0049637968410060195,0.31929467340957146,0.3916220840606127,1,0,0,0
IND14605,Arthur Hanson,55,30864,2005-12-07,Ernest Rivera,Asian,Technical Writer,High,Gold,78017.16,6864.0,2,2082.0,424736.47,276501.05,251364.59,54941.12,11632.47,538018.4,1,1,4,1,10,low,1.5361115932973435,0.026686436334180372,0.6509943668105677,0.18368368465348955,1,0,0,0
IND41281,Judy Cruz,30,37767,2013-09-22,Roger Alexander,Australian,Office Assistant I,Mid,Silver,289639.02,46736.72,2,284.94,1411625.66,1502607.25,539397.48,551212.85,35884.44,781504.21,2,3,1,2,11,mid,0.9394508505536288,0.0009837762847568802,1.0644516400584192,0.20518118082014666,0,0,0,0
IND18810,Mary Price,53,27135,2008-10-25,Shawn Wallace,American,Geologist III,Mid,Jade,33731.48,13942.08,1,1505.3,64205.78,495105.89,159534.12,214820.94,26842.1,701990.71,3,1,2,1,12,low,0.12968090496826667,0.04462596824610221,7.711235379256582,0.5253651536455884,0,1,0,0
IND82994,Gregory Jackson,71,26087,2019-10-06,Roy Rice,European,Biostatistician III,High,Jade,92116.89,33885.5,1,3782.59,162624.13,1020279.18,481798.5,513823.93,9406.58,801593.5,2,2,3,1,13,low,0.15939179494048697,0.04106293600377807,6.273848620903623,0.56644047493788,0,0,0,0
IND91436,Antonio Ferguson,45,6082,1996-09-25,Frank Brown,Asian,Software Consultant,High,Jade,64691.11,21673.08,2,9458.98,1714321.78,1559547.36,495750.15,633733.95,31468.46,1905328.24,2,3,4,2,14,low,1.0992431668768026,0.14621761558554774,0.9097168205436224,0.037735686915360965,1,0,0,0
IND26113,Phillip Mcdonald,66,24409,2017-01-04,Douglas Tucker,Asian,Computer Systems Analyst IV,Low,Platinum,275620.68,49539.44,1,3034.77,764208.13,1208603.83,835035.37,160854.18,34122.22,1557477.37,1,4,1,1,15,mid,0.6323065593526155,0.01101067593690475,1.5815113461544679,0.3606617998677117,0,0,0,0
IND52376,Scott Hart,80,37572,1996-09-21,Bobby Burton,European,Safety Technician III,Low,Platinum,265014.95,9191.25,1,2691.31,1714321.78,2047305.69,856454.85,1173793.92,62740.47,861028.66,0,5,1,2,1,mid,0.8373550601340072,0.010155313841142495,1.194236527057227,0.1545888017857483,0,0,0,0
IND39963,Todd Torres,83,7790,2016-03-30,Joe Hanson,American,Senior Financial Analyst,High,Jade,83976.68,8712.36,1,4657.57,642988.55,99553.88,54977.52,14100.99,4651.3,711621.04,2,1,1,2,2,low,6.458698983317386,0.05546265873498858,0.15482994190980548,0.13060369406173142,1,0,0,1
IND69382,Barbara Rice,22,32777,2004-10-31,Joshua Little,Australian,Programmer Analyst IV,Mid,Jade,30843.85,2760.94,2,2442.95,375495.66,140632.74,37402.33,111084.91,25121.25,658264.71,2,1,2,1,3,low,2.6700443817702455,0.07920379332658557,0.37452560603623064,0.08214169484104905,1,1,0,0
IND42846,George Martinez,45,39757,2018-11-27,Jerry Green,European,Geologist II,High,Gold,26777.4,2692.98,3,2385.14,74520.79,619039.87,121015.31,261765.43,11673.26,665923.66,3,1,2,2,4,low,0.12038124439322259,0.08907287156061186,8.306941749987597,0.3593279089053148,0,1,0,0
IND84870,Larry Ramirez,85,19661,2001-04-19,Jesse Evans,American,Staff Accountant I,High,Silver,130641.07,27325.54,1,6217.12,741852.5,348671.72,240676.05,76028.95,37929.31,107874.25,3,2,3,2,5,mid,2.1276531915818895,0.0475893220440607,0.47000140800226264,0.1761011384660682,1,0,0,0
IND66083,Doris Griffin,49,31335,2005-12-03,Jerry Green,Australian,Project Manager,Mid,Platinum,34495.76,6816.59,1,1606.31,313816.3,413340.2,233808.6,176358.49,20636.26,207558.0,3,1,3,1,6,low,0.759220369179624,0.046565431619264755,1.317140628714504,0.10992341662965431,0,1,0,0
IND79353,Amy Mills,58,20177,2005-02-08,Ernest Rivera,European,Biostatistician II,High,Silver,164815.09,51955.82,1,2588.71,325312.17,337430.36,220863.51,424057.94,31529.6,673669.59,3,2,3,1,7,mid,0.9640868386469823,0.015706753454997637,1.0372509548682087,0.5066367160299085,0,0,0,0
IND32172,Joyce Stevens,83,1033,2007-08-27,Nicholas Simmons,American,Librarian,High,Gold,107321.55,37506.24,1,2311.03,241977.2,163980.21,230786.96,48829.66,7226.24,220153.08,0,2,3,1,8,mid,1.4756487903287308,0.021533699228778385,0.6776680171616664,0.44351926361855887,1,0,0,0
IND81046,Earl Alexander,36,29280,2018-07-06,Joshua Little,European,Structural Engineer,Low,Gold,85695.95,21318.64,2,2099.16,167155.88,361203.04,240802.03,174982.81,21268.04,222571.19,2,1,3,1,9,low,0.4627753950720476,0.02449543969702839,2.160875452536426,0.5126708643891507,0,0,0,0
IND32055,David Little,18,29382,2010-09-27,Nicholas Simmons,Australian,Quality Engineer,Low,Platinum,73501.04,26561.82,1,1371.21,332813.43,406893.79,152585.17,179033.27,22356.77,634366.89,1,1,3,1,10,low,0.8179368605799149,0.01865565414236786,1.222588249450786,0.2208475775125794,0,0,0,0
IND77434,Mary Lawrence,80,42902,2019-06-10,Jeremy Vasquez,Australian,Senior Developer,High,Platinum,107496.96,12335.75,2,2920.19,53270.88,165722.25,51558.03,140532.47,25310.1,756921.73,1,2,3,2,11,mid,0.32144675611484425,0.027165326096986124,3.1109350340948936,2.0179309593171553,0,0,0,0
IND21979,John Snyder,39,23210,2020-06-25,Nicholas Simmons,American,Account Coordinator,Mid,Jade,112479.91,41059.71,1,4486.43,1336520.74,1607891.88,937936.93,233144.32,33188.15,858167.52,1,2,4,1,12,mid,0.8312255045213455,0.03988650026581191,1.2030429687136446,0.08415874632505985,0,0,0,0
IND93882,Mark Long,51,6131,2002-09-25,Steve Diaz,European,Senior Editor,Low,Platinum,57417.24,14002.65,1,1135.97,316305.47,149967.92,123886.55,112149.93,2178.69,298022.54,3,1,4,1,13,low,2.1091541970499144,0.01978447553758287,0.47412369923882863,0.18152465026442746,1,0,0,0
IND68640,Steve Kennedy,73,22900,2012-02-22,Jason Duncan,African,Accounting Assistant IV,Low,Silver,75923.9,41772.4,1,5131.28,847139.68,299302.24,177138.06,125706.94,60746.36,317164.42,0,2,1,2,14,low,2.830382015081538,0.06758451465764384,0.3533091964794882,0.08962382674646542,1,0,0,0
IND26629,Joe Gordon,51,40759,1995-11-09,Stephen Payne,Australian,Geological Engineer,High,Jade,312143.01,11784.3,3,667.72,117136.57,432786.1,387569.64,160195.45,14334.36,140535.14,1,2,2,2,15,high,0.27065695901357056,0.0021391476870196526,3.694713754255278,2.6647784490806035,0,0,0,0
IND19405,Earl Ortiz,84,18511,2019-07-09,Bruce Butler,Asian,Paralegal,Low,Jade,80694.36,20594.93,3,3556.68,883373.3,1600437.14,662601.36,196231.94,61991.72,1505321.9,3,2,3,2,16,low,0.5519575104636991,0.04407594230779025,1.8117336557356511,0.09134797249209595,0,0,0,0
IND63706,Charles Hicks,64,21084,2008-12-05,Shawn Long,American,Accountant II,Low,Gold,134525.88,27954.96,1,5305.34,1028225.09,879980.85,637986.12,434270.55,58722.75,755999.55,1,4,4,1,17,mid,1.1684630282937827,0.03943731838485414,0.8558251084343554,0.13083310374109516,1,0,0,0
